country,programId,programName,fieldKey,fieldLabel,pillar,subFactor,status,classification,valueRawTrunc,sourceUrl,sourceTier,extractionConfidence,validationConfidence
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,A.1.1,Minimum salary threshold (USD-equivalent),A,A.1,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,A.1.2,Salary threshold as % of local median wage,A,A.1,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,A.1.3,"Alternative qualification pathways (points, capital, patent)",A,A.1,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,A.2.1,Minimum educational requirement,A,A.2,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,A.2.2,Minimum work experience (years),A,A.2,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,A.2.3,Language proficiency requirement (level + acceptance list),A,A.2,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,A.3.1,Occupation list constraint (open / restricted list / shortage list),A,A.3,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,A.3.2,Annual quota presence and size,A,A.3,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,A.3.3,Applicant age cap,A,A.3,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,B.1.1,Published SLA processing time (days),B,B.1,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,B.1.2,Fast-track option availability and SLA,B,B.1,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,B.1.3,Number of application steps,B,B.1,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,B.2.1,Principal applicant fees (USD),B,B.2,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,B.2.2,Per-dependant fees (USD),B,B.2,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,B.2.3,Employer-borne levies and skill charges (USD),B,B.2,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,B.2.4,"Mandatory non-government costs (agents, translation, medicals)",B,B.2,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,B.3.1,Online application availability,B,B.3,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,B.3.2,In-person / biometric requirement (count of visits),B,B.3,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,B.3.3,Appeal and refusal process clarity,B,B.3,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,C.1.1,Employer-sponsorship requirement,C,C.1,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,C.1.2,Ability to switch employers (no re-application vs. re-application),C,C.1,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,C.1.3,Self-employment and secondary income rights,C,C.1,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,C.1.4,Labor market test requirement,C,C.1,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,C.2.1,Spouse inclusion and work rights (automatic / by permit / none),C,C.2,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,C.2.2,Dependent child age cap and inclusion terms,C,C.2,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,C.2.3,Parent or extended family inclusion option,C,C.2,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,C.2.4,Same-sex partner recognition,C,C.2,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,C.3.1,Public healthcare access,C,C.3,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,C.3.2,Public education access for children,C,C.3,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,D.1.1,PR provision available (yes / no),D,D.1,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,D.1.2,Minimum years of residence to PR eligibility,D,D.1,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,D.1.3,Physical presence requirement during accrual (days/yr),D,D.1,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,D.1.4,PR retention rules (days/yr to keep PR),D,D.1,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,D.2.1,Citizenship provision available from this track (yes / no),D,D.2,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,D.2.2,Total minimum years from initial visa entry to citizenship eligibility,D,D.2,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,D.2.3,Dual citizenship permitted,D,D.2,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,D.2.4,Civic / language / integration test burden,D,D.2,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,D.3.1,Tax residency trigger (days/yr before worldwide tax applies),D,D.3,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,D.3.2,"Special regime available (non-dom, expat bonus, flat-rate)",D,D.3,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,D.3.3,Territorial vs. worldwide taxation for residents,D,D.3,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,E.1.1,"Material policy changes in last 5 years (count, weighted by severity)",E,E.1,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,E.1.2,Forward-announced pipeline changes (positive predictability signal),E,E.1,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,E.1.3,"Program age (years since introduction, capped at 20)",E,E.1,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,E.2.1,Published approval rate or admission statistics,E,E.2,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,E.2.2,Published quota / cap information,E,E.2,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,E.2.3,Public guidance and decision criteria documentation,E,E.2,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,E.3.1,Rule of law (V-Dem / World Bank WGI),E,E.3,,LLM_MISS,,,,,
SGP,253a8b13-d011-42e2-ace3-5509c478c743,Tech.Pass,E.3.2,Government effectiveness (World Bank WGI),E,E.3,,LLM_MISS,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,A.1.1,Minimum salary threshold (USD-equivalent),A,A.1,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,A.1.2,Salary threshold as % of local median wage,A,A.1,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,A.1.3,"Alternative qualification pathways (points, capital, patent)",A,A.1,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,A.2.1,Minimum educational requirement,A,A.2,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,A.2.2,Minimum work experience (years),A,A.2,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,A.2.3,Language proficiency requirement (level + acceptance list),A,A.2,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,A.3.1,Occupation list constraint (open / restricted list / shortage list),A,A.3,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,A.3.2,Annual quota presence and size,A,A.3,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,A.3.3,Applicant age cap,A,A.3,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,B.1.1,Published SLA processing time (days),B,B.1,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,B.1.2,Fast-track option availability and SLA,B,B.1,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,B.1.3,Number of application steps,B,B.1,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,B.2.1,Principal applicant fees (USD),B,B.2,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,B.2.2,Per-dependant fees (USD),B,B.2,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,B.2.3,Employer-borne levies and skill charges (USD),B,B.2,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,B.2.4,"Mandatory non-government costs (agents, translation, medicals)",B,B.2,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,B.3.1,Online application availability,B,B.3,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,B.3.2,In-person / biometric requirement (count of visits),B,B.3,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,B.3.3,Appeal and refusal process clarity,B,B.3,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,C.1.1,Employer-sponsorship requirement,C,C.1,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,C.1.2,Ability to switch employers (no re-application vs. re-application),C,C.1,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,C.1.3,Self-employment and secondary income rights,C,C.1,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,C.1.4,Labor market test requirement,C,C.1,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,C.2.1,Spouse inclusion and work rights (automatic / by permit / none),C,C.2,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,C.2.2,Dependent child age cap and inclusion terms,C,C.2,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,C.2.3,Parent or extended family inclusion option,C,C.2,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,C.2.4,Same-sex partner recognition,C,C.2,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,C.3.1,Public healthcare access,C,C.3,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,C.3.2,Public education access for children,C,C.3,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,D.1.1,PR provision available (yes / no),D,D.1,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,D.1.2,Minimum years of residence to PR eligibility,D,D.1,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,D.1.3,Physical presence requirement during accrual (days/yr),D,D.1,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,D.1.4,PR retention rules (days/yr to keep PR),D,D.1,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,D.2.1,Citizenship provision available from this track (yes / no),D,D.2,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,D.2.2,Total minimum years from initial visa entry to citizenship eligibility,D,D.2,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,D.2.3,Dual citizenship permitted,D,D.2,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,D.2.4,Civic / language / integration test burden,D,D.2,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,D.3.1,Tax residency trigger (days/yr before worldwide tax applies),D,D.3,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,D.3.2,"Special regime available (non-dom, expat bonus, flat-rate)",D,D.3,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,D.3.3,Territorial vs. worldwide taxation for residents,D,D.3,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,E.1.1,"Material policy changes in last 5 years (count, weighted by severity)",E,E.1,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,E.1.2,Forward-announced pipeline changes (positive predictability signal),E,E.1,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,E.1.3,"Program age (years since introduction, capped at 20)",E,E.1,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,E.2.1,Published approval rate or admission statistics,E,E.2,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,E.2.2,Published quota / cap information,E,E.2,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,E.2.3,Public guidance and decision criteria documentation,E,E.2,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,E.3.1,Rule of law (V-Dem / World Bank WGI),E,E.3,,URL_MISSING,,,,,
SGP,7d12de90-d46e-498d-b12a-bb09059d103b,EntrePass,E.3.2,Government effectiveness (World Bank WGI),E,E.3,,URL_MISSING,,,,,
